Workout Title,Category,Routine Link,Tables,Summary
Calisthenics for Lifters: 12 Week Workout to Improve Performance,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/calisthenics-workout-to-improve-performance,"[{'title': 'Calisthenics Workout 1: Upper/Lower Split', 'content': [[], ['Push Up', '3', '30s', 'None'], ['Superman', '3', '30s', 'None'], ['Zottoman Hand Curl', '3', '30s', 'None'], ['Side Bend', '3', '30s', 'None'], ['Sit Up', '3', '30s', '2min'], [""*Rest for 2 minutes after sit-up's and repeat from the top for 3 rounds""]]}, {'title': 'Calisthenics Workout 1: Upper/Lower Split', 'content': [[], ['Squat Jump', '3', '30s', 'None'], ['Lunge', '3', '30s', 'None'], ['Straight Leg Toe Touch', '3', '30s', 'None'], ['Calf Raise', '3', '30s', 'None'], ['Mountain Climber', '3', '30s', '2min'], ['*Rest for 2 minutes after mountain climbers and repeat from the top for 3 rounds']]}, {'title': 'Calisthenics Workout 2: Full Body Circuit', 'content': [[], ['Push Up', '4-8', '10', 'None'], ['Superman', '4-8', '10', 'None'], ['Sit-Up', '4-8', '10', 'None'], ['Zottman Hand Curl', '4-8', '10', 'None'], ['Mountain Climber', '4-8', '10', 'None'], ['Side Bend', '4-8', '10', 'None'], ['Squat Jump', '4-8', '10', 'None'], ['Lunge', '4-8', '10', 'None'], ['Straight Leg Toe Touch', '4-8', '10', 'None'], ['Calf Raise', '4-8', '10', '2 min'], [""*Rest for 2 minutes after sit-up's and repeat from the top for 4-8 rounds""]]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Full Body', 'Training Level': 'Beginner', 'Program Duration': '12 weeks', 'Days Per Week': '2', 'Time Per Workout': '25-35 minutes', 'Equipment Required': 'Bodyweight', 'Target Gender': 'Male & Female', 'Recommended Supps': ""Protein Powder\nBCAA's\nBeta-Alanine"", 'Workout PDF': 'Download Workout'}"
6 Week High-Intensity Functional Training Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workout/6-week-high-intensity-functional-training-workout,"[{'title': 'Day 1: Chest & Triceps', 'content': [[], ['Flat Dumbbell Bench', '4', '15', '1 min'], ['Incline Dumbbell Bench', '4', '12', '1 min'], ['Narrow Push Up', '4', '12', '1 min'], ['Dumbbell Kickbacks', '4', '12', '1 min'], ['Dumbbell Pec Fly', '4', '12', '1 min'], ['Bench Dips', '4', '15', '1 min'], ['Glute Bridge Single-Arm Kettlebell Bench Press', '4', '12', '1 min']]}, {'title': 'Day 2: HIFT', 'content': [[], ['Wall Balls', '85%', '20'], ['Kettlebell Swings', '85%', '15'], ['Run', '65-75%', '400 meters']]}, {'title': 'Day 3: Back & Biceps', 'content': [[], ['Single-Arm Kettlebell Row', '65-75%', '4', '12', '1 min'], ['Bicep Hammer Curls', '65-75%', '4', '10', '1 min'], ['Single-Arm Incline Row', '65-75%', '4', '12', '1 min'], ['Bent Over Kettlebell Row', '65-75%', '4', '10', '1 min'], ['Dumbbell Rear Delt Fly', '65-75%', '4', '12', '1 min'], ['Pull Ups', '-', '3', 'Failure', '3 min'], ['Resistance Band Bicep Curls', '-', '3', 'Failure', '2 min']]}, {'title': 'Day 4: HIFT', 'content': [[], ['Power Snatch or Single Arm Dumbbell Snatch', '65-75%', '10'], ['Kettle Bell Hollow Holds', '85%', '30 sec'], ['Double/Single Unders', '-', '30 sec']]}, {'title': 'Day 5: Legs & Shoulders', 'content': [[], ['Front Rack Kettlebell Reverse Lunge', '65-75%', '4', '12', '2 min'], ['Front Rack Kettlebell Squats', '65-75%', '4', '10', '2 min'], ['Kettlebell Suitcase Deadlift', '65-75%', '4', '10', '2 min'], ['Single-Arm Kettlebell Strict Press', '65-75%', '4', '12', '1 min'], ['Barbell Shoulder Press', '65-75%', '4', '10', '2 min'], ['Resistance Band Front Raise', '-', '3', 'Failure', '1 min'], ['Resistance Band Lateral Raise', '-', '3', 'Failure', '1 min']]}, {'title': 'Day 6: HIFT', 'content': [[], ['Kettlebell Push Press', '10'], ['Box Jumps', '8'], ['Mountain Climbers', '10']]}, {'title': 'Strength Ladder', 'content': [[], ['Deadlift', '8', '12, 10, 8, 5, 5, 4, 8, 10'], ['Squats', '8', '12, 10, 8, 5, 5, 4, 8, 10']]}, {'title': 'Strength Ladder', 'content': [[], ['Kre-Alkalyn', 'X', 'X', ''], ['Citrulline Malate', 'X', 'X', 'X'], ['Beta-Alanine', 'X', 'X', ''], ['Clean Carbs', 'X', 'X', 'X'], ['Whey Protein Isolate/Plant Protein', 'X', '', 'X'], ['L-Glutamine', '', '', 'X'], ['BCAA', 'X', 'X', 'X']]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Split', 'Training Level': 'Intermediate', 'Program Duration': '6 weeks', 'Days Per Week': '6', 'Time Per Workout': '30-75 minutes', 'Equipment Required': 'Bands, Barbell, Dumbbells, Kettle Bells, Medicine Ball', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Whey Protein Isolate\nBCAA 2:1:1\nCitrulline Malate\nKre-Alkalyn', 'Workout PDF': 'Download Workout'}"
3 Day Full Body Beginner Kettlebell Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/3-day-full-body-kettlebell-workout,"[{'title': 'Full Body Kettlebell Workout 1', 'content': [[], ['Kettlebell Squat', '3', '8'], ['Kettlebell Swing', '3', '8'], ['Kettlebell Row', '3', '8'], ['Kettlebell Overhead Press', '3', '8'], ['Turkish Get Up', '3', '6 Each']]}, {'title': 'Full Body Kettlebell Workout 2', 'content': [[], ['Kettlebell Romanian Deadlift', '3', '8'], ['Kettlebell Split Lunge', '3', '8 Each'], ['Kettlebell Snatch', '3', '6'], ['Kettlebell Row', '3', '8'], ['One Arm Kettlebell Floor Press', '3', '8 Each']]}, {'title': 'Full Body Kettlebell Workout 3', 'content': [[], ['Kettlebell Sumo Deadlift', '3', '8'], ['Kettlebell Lateral Lunge', '3', '8 Each'], ['Kettlebell Clean', '3', '6'], ['Kettlebell Upright Row', '3', '8'], ['Kettlebell Angled Press', '3', '8']]}]","{'Main Goal': 'Build Muscle', 'Workout Type': 'Full Body', 'Training Level': 'Beginner', 'Program Duration': '4 weeks', 'Days Per Week': '3', 'Time Per Workout': '20-45 minutes', 'Equipment Required': 'Kettle Bells', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Protein Powder\nCreatine (Optional)', 'Workout PDF': 'Download Workout'}"
3 Day (At Home) Women's Workout Routine,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/3-day-at-home-womens-workout,"[{'title': 'At Home Women’s Workout 1', 'content': [[], ['Bodyweight Squat', '3', '10'], ['Rear Bodyweight Lunge', '3', '10'], ['Single Leg Dumbbell Deadlift', '3', '6 Each'], ['Push Up', '3', '6-10'], ['Resistance Band Lat Pull Down', '3', '10'], ['Dumbbell Row', '3', '10'], ['Plank', '3', '30 Secs']]}, {'title': 'At Home Women’s Workout 2', 'content': [[], ['Resistance Band Deadlift', '3', '10'], ['Dumbbell Goblet Squat', '3', '10'], ['Glute Bridge', '3', '12'], ['Donkey Kicks', '3', '12 Each'], ['Resistance Band Row', '3', '10'], ['Dumbbell Shoulder Press', '3', '8-10'], ['Ab Crunch', '3', '15']]}, {'title': 'At Home Women’s Workout 3', 'content': [[], ['Push Up', '3', '6-10'], ['Dumbbell Lateral Raise', '3', '10'], ['Resistance Band Pull Down', '3', '10'], ['Dumbbell Row', '3', '10'], ['Bodyweight Squat', '3', '10'], ['Glute Bridge', '3', '15'], ['Side Planks', '3', '30 Secs Each']]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Full Body', 'Training Level': 'Beginner', 'Program Duration': '4 weeks', 'Days Per Week': '3', 'Time Per Workout': '30-45 minutes', 'Equipment Required': 'Bands, Bodyweight, Dumbbells', 'Target Gender': 'Female', 'Recommended Supps': ""Protein Powder\nWomen's Multi"", 'Workout PDF': 'Download Workout'}"
5 Day At Home Muscle Building Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/5-day-home-muscle-building-workout,"[{'title': 'Day 1: Chest', 'content': [[], ['Incline Barbell Bench Press', '4', '8-12'], ['Dumbbell Floor Press', '3', '10-12'], ['Banded Fly', '3', '12'], ['Push Ups', '3', '12, 12, Drop Set']]}, {'title': 'Day 2: Back', 'content': [[], ['Bent Over Row', '4', '8-12'], ['Dumbbell Pullover', '3', '10-12'], ['Banded Row', '3', '12'], ['Shrugs', '3', 'Failure']]}, {'title': 'Day 3: Arms', 'content': [[], ['Barbell Curl', '4', '12'], ['Hammer Curl', '3', '10-12'], ['Banded Curl', '3', '12'], ['Overhead Tricep Extension', '4', '12'], ['Dumbbell Kickback', '4', '12'], ['Close Grip Push Up', '4', 'Failure']]}, {'title': 'Day 4: Shoulders', 'content': [[], ['Arnold Press', '4', '8-12'], ['Front Raise', '3', '10-12'], ['Lateral Raise', '3', '12'], ['Band Pull Apart', '3', '12, 12, Drop Set']]}, {'title': 'Day 5: Legs', 'content': [[], ['Squat', '4', '8-12'], ['Stiff-Leg Deadlift', '4', '10-12'], ['Walking Lunge', '4', '12'], ['Standing Calf Raise', '3', 'Failure']]}]","{'Main Goal': 'Build Muscle', 'Workout Type': 'Split', 'Training Level': 'Beginner', 'Program Duration': '10 weeks', 'Days Per Week': '5', 'Time Per Workout': '30-60 minutes', 'Equipment Required': 'Bands, Barbell, Bodyweight, Dumbbells', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Protein Powder\nBCAAs\nFish Oil', 'Workout PDF': 'Download Workout'}"
The Conditioning Comeback: 8 Week Total Body Fitness Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/conditioning-comeback-8-week-conditioning-workout,"[{'title': 'The Conditioning Comeback Day 1: Lower Body', 'content': [[], ['Goblet Squat', '*', '100'], ['Dumbbell Lunge', '*', '100 (50 each)'], ['Banded Good Morning', '*', '100'], ['Lying Leg Raise', '*', '100'], ['Dumbbell Farmer’s Walk', '*', '100'], ['* As few sets as possible']]}, {'title': 'The Conditioning Comeback Day 2: Upper Body', 'content': [[], ['Dumbbell Floor Press', '*', '100'], ['Dumbbell Pullover', '*', '100'], ['Banded Lateral Raise', '*', '100'], ['Hammer Curl', '*', '100 (50 each)'], ['Close Grip Pushup', '*', '100'], ['* As few sets as possible']]}, {'title': 'The Conditioning Comeback Day 3: Full Body', 'content': [[], ['Goblet Squat', 'AMRAP', '5 Minutes'], ['Dumbbell Lunge', 'AMRAP', '5 Minutes'], ['Dumbbell Floor Press', 'AMRAP', '5 Minutes'], ['Dumbbell Pullover', 'AMRAP', '5 Minutes'], ['Hammer Curl', 'AMRAP', '5 Minutes'], ['Lying Leg Raise', 'AMRAP', '5 Minutes'], ['AMRAP = As Many Reps As Possible']]}]","{'Main Goal': 'General Fitness', 'Workout Type': 'Split', 'Training Level': 'Beginner', 'Program Duration': '8 weeks', 'Days Per Week': '3', 'Time Per Workout': '40-60 minutes', 'Equipment Required': 'Bands, Dumbbells', 'Target Gender': 'Male & Female', 'Workout PDF': 'Download Workout'}"
4 Day (At Home) Women's Workout Routine,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/4-day-at-home-womens-workout,"[{'title': 'At Home Women’s Workout 1', 'content': [[], ['Dumbbell Goblet Squat', '4', '10'], ['Resistance Band Deadlift', '4', '10'], ['Bodyweight Lunge', '3', '15 Each'], ['Push Up', '3', '6-10'], ['Resistance Band Lat Pull Down', '4', '10'], ['Resistance Band Overhead Press', '3', '10'], ['Dumbbell Row', '3', '10'], ['Ab Crunch', '3', '15']]}, {'title': 'At Home Women’s Workout 2', 'content': [[], ['Bodyweight Squat', '3', '10'], ['Lateral Lunge', '3', '8 Each'], ['Glute Bridge', '3', '12'], ['Single Leg Hip Thrust', '3', '8-12 Each'], ['Pull Up', '3', '5-12'], ['Band Curl', '3', '12'], ['Lying Leg Raise', '3', '15']]}, {'title': 'At Home Women’s Workout 3', 'content': [[], ['Resistance Band Chest Press', '3', '12'], ['Close Grip Resistance Band Pull Down', '3', '12'], ['Dumbbell Lateral Raise', '3', '12'], ['Resistance Band Row', '3', '12'], ['Dumbbell Stiff Leg Deadlift', '3', '12'], ['Donkey Kicks', '3', '12 Each'], ['Oblique Crunch', '3', '15 Each']]}, {'title': 'At Home Women’s Workout 4', 'content': [[], ['Plie Squat', '3', '12'], ['Single Leg Dumbbell Deadlift', '3', '12'], ['Glute Bridge', '3', '12'], ['Single Arm Resistance Band Pull Down', '3', '8 Each'], ['Band Pull Apart', '3', '12-15'], ['Plank', '3', '30 Secs']]}]","{'Main Goal': 'General Fitness', 'Workout Type': 'Full Body', 'Training Level': 'Beginner', 'Program Duration': '8 weeks', 'Days Per Week': '4', 'Time Per Workout': '30-40 minutes', 'Equipment Required': 'Bands, Bodyweight, Dumbbells', 'Target Gender': 'Female', 'Workout PDF': 'Download Workout'}"
Upper/Lower (At Home) Kettlebell Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/upper-lower-kettlebell-workout,"[{'title': 'Upper Body Kettlebell Workout', 'content': [[], ['Kettlebell Shoulder Press', '3', '10'], ['Kettlebell Side Raise', '3', '12'], ['Kettlebell Chest Press', '3', '10'], ['Kettlebell Row', '3', '12'], ['Kettlebell Renegade Row', '3', '12']]}, {'title': 'Lower Body Kettlebell Workout', 'content': [[], ['Kettlebell Sumo Deadlift', '3', '15'], ['Goblet Squat', '3', '15'], ['Kettlebell RDL', '3', '12'], ['Kettlebell Reverse Lunge', '3', '10 Each'], ['Kettlebell Swing', '3', '15']]}, {'title': 'Upper Body Kettlebell Workout', 'content': [[], ['Kettlebell Deficit Push Up', '3', '15'], ['Kettlebell Halo', '3', '8 Each'], ['Kettlebell High Pull', '3', '10'], ['Kettlebell Row', '3', '12'], ['Kettlebell Renegade Row', '3', '15']]}, {'title': 'Lower Body Kettlebell Workout', 'content': [[], ['Kettlebell Single Leg Deadlift', '3', '15'], ['Kettlebell Squat', '3', '15'], ['Kettlebell Walking Lunge Pass', '3', '10 Each'], ['Kettlebell Swing', '3', '15'], ['Kettlebell Step Up', '3', '10 Each']]}]","{'Main Goal': 'Build Muscle', 'Workout Type': 'Split', 'Training Level': 'Beginner', 'Program Duration': '6 weeks', 'Days Per Week': '4', 'Time Per Workout': '45-60 minutes', 'Equipment Required': 'Kettle Bells', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Protein Powder\nProtein Bars\nFish Oil', 'Workout PDF': 'Download Workout'}"
Total Body Torcher: 8 Week Full Body Fat Loss Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/total-body-torcher,"[{'title': 'Tabata Option A', 'content': [[], ['Dumbbell Punches', '2', '20 seconds', '10 seconds'], ['Jumping Jacks', '2', '20 seconds', '10 seconds'], ['Mountain Climbers', '2', '20 seconds', '10 seconds'], ['Pushups', '2', '20 seconds', '10 seconds']]}, {'title': 'Tabata Option B', 'content': [[], ['Dumbbell Punches', '1', '20 seconds', '10 seconds'], ['Jumping Jacks', '1', '20 seconds', '10 seconds'], ['Mountain Climbers', '1', '20 seconds', '10 seconds'], ['Pushups', '1', '20 seconds', '10 seconds'], ['Dumbbell Punches', '1', '20 seconds', '10 seconds'], ['Jumping Jacks', '1', '20 seconds', '10 seconds'], ['Mountain Climbers', '1', '20 seconds', '10 seconds'], ['Pushups', '1', '20 seconds', '10 seconds']]}, {'title': 'Tabata Option B', 'content': [[], ['Crunch w/ Feet Elevated', '3', '10'], ['Lying Leg Raise', '3', '10'], ['Vacuums', '3', '20 seconds'], ['Sprints', '5', '10-15 seconds']]}, {'title': 'Tabata Option B', 'content': [[], ['Shoulder Press and Pulldown', '1', '10'], ['Chest Press and Row', '1', '10'], ['Biceps and Triceps', '1', '10'], ['Squat and Touch the Toes', '1', '10']]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Full Body', 'Training Level': 'Beginner', 'Program Duration': '8 weeks', 'Days Per Week': '3', 'Time Per Workout': '45 minutes', 'Equipment Required': 'Bodyweight, Dumbbells', 'Target Gender': 'Male & Female', 'Recommended Supps': ""Protein Powder\nBCAA's\nFish Oil"", 'Workout PDF': 'Download Workout'}"
3 Day Kettlebell and Bodyweight Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/3-day-kettlebell-bodyweight,"[{'title': 'Upper Body Workout', 'content': [[], ['One Arm Row', '3', '20*'], ['One Arm Reverse Fly', '3', '20*'], ['Push Up', '3', '20*'], ['Single Arm Kettlebell Fly', '3', '20*'], ['Single Arm Lateral Raise', '3', '20*'], ['Concentration Curl', '2', '20*'], ['Overhead Kettlebell Extension', '2', '20']]}, {'title': 'Lower Body and Abs Workout', 'content': [[], ['Goblet Squat', '4', '20'], ['Single Arm Kettlebell Deadlift', '4', '20'], ['Walking Lunge +', '3', '10*'], ['Standing Calf Raise', '4', '25'], ['Weighted Twisting Sit Up', '3', '10*'], ['Reverse Crunch', '3', '20']]}, {'title': 'Full Body Workout', 'content': [[], ['Push Up', '1', '100', '90 seconds'], ['Kettlebell Pullover', '1', '100', '90 seconds'], ['Squat Jump', '1', '100', '90 seconds'], ['Kettlebell Swing', '1', '100', '90 seconds'], ['Standing Kettlebell Twist', '1', '100*', '90 seconds']]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Split', 'Training Level': 'Beginner', 'Program Duration': '4 weeks', 'Days Per Week': '3', 'Time Per Workout': '45 minutes', 'Equipment Required': 'Bodyweight, Kettle Bells', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Protein Powder\nCreatine\nFish Oil', 'Workout PDF': 'Download Workout'}"
8 Week Barbell and Resistance Band Muscle Building Workout,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/band-barbell-workout,"[{'title': 'Day 1: Push Day', 'content': [[], ['Alternating Front & Back Shoulder Barbell Press', '4', '10'], ['Band Lateral Raise', '3', '10'], ['Band Pull-Apart', '3', '10'], ['Band Fly', '3', '12'], ['Lying Barbell Tricep Extension', '3', '12'], ['Band Pushup', '5-8', '100 total']]}, {'title': 'Day 2: Pull Day', 'content': [[], ['Barbell Pullover', '4', '10'], ['Band Bent-Over Row', '3', '10'], ['Band Pulldown', '3', '10'], ['Close-Grip Barbell Curl', '2', '10'], ['Wide-Grip Barbell Curl', '2', '10'], ['Band Single Arm Curl', '3', '12'], ['Band Shrug', '5-8', '100 total']]}, {'title': 'Day 3: Legs & Abs', 'content': [[], ['Barbell Squat', '3', '10'], ['Pistol Squat', '3', '10'], ['A. Banded Good Morning', '3', '10'], ['B. Deficit Stiff-Leg Deadlift', '3', '10'], ['Barbell Walking Lunge', '3', '12 each leg'], ['Standing Calf Raise', '5-8', '100 total'], ['Crunch', '5', '10'], ['Lying Leg Raise', '5', '10']]}]","{'Main Goal': 'Build Muscle', 'Workout Type': 'Split', 'Training Level': 'Beginner', 'Program Duration': '8 weeks', 'Days Per Week': '3', 'Time Per Workout': '30 minutes', 'Equipment Required': 'Bands, Barbell, Bodyweight', 'Target Gender': 'Male & Female', 'Recommended Supps': 'Protein Powder\nMultivitamin\nFish Oil', 'Workout PDF': 'Download Workout'}"
5 Day Minimal Equipment Home Workout Routine,https://www.muscleandstrength.com/workouts/home,https://www.muscleandstrength.com/workouts/limited-equipment-home-workout,"[{'title': 'Day 1: All Barbell Back', 'content': [[], ['Wide Grip Barbell Bent-Over Row', '3', '7-9'], ['Deadlift', '3', '10-12'], ['Barbell Pullover', '3', '13-15'], ['One Arm Barbell Row', '3', '16-20']]}, {'title': 'Day 2: All Bodyweight Chest', 'content': [[], ['Push Ups (2/3/1 Tempo)', '3', 'Max Reps'], ['Feet-Elevated Push Ups (5/1/1 Tempo)', '3', 'Max Reps'], ['Dips (2/1/3 Tempo)', '3', 'Max Reps'], ['Narrow Grip Push Ups (2/1/1/3 Tempo)', '3', 'Max Reps']]}, {'title': 'Day 3: All Plyo Thighs', 'content': [[], ['Vertical Jumps', '2', '20'], ['Stair Jumps', '2', '10'], ['Broad Jumps', '2', '10'], ['Butt Kick Jumps', '2', '15'], ['Split Jumps', '2', '12 each leg'], ['Lateral Bounds', '2', '15 on each side']]}, {'title': 'Day 4: All Dumbbell Delts', 'content': [[], ['1a. Standing Dumbbell Lateral Raise', '2', '10-12'], ['1b. Dumbbell Upright Row', '2', '10-12'], ['2a. Alternating Hammer Grip Front Dumbbell Raise', '2', '10-12'], ['2b. Seated Dumbbell Arnold Press', '2', '7-9'], ['Lateral Bounds', '2', '15 on each side']]}, {'title': 'Day 5: All Band Arms', 'content': [[], ['Alternating Band Curls (Hold Contractions for 4 Seconds)', '2', '8-10'], ['High Band Biceps Pose Curl (Hold Stretch for 4 Seconds)', '2', '8-10'], ['Band Seated Concentration Curl (Hold Contractions 4 Seconds)', '2', '8-10'], ['Banded Overhead Extension (Hold Stretch for 4 Seconds)', '2', '10-12'], ['Band 2 Arm Kickbacks (Hold Contractions for 4 Seconds)', '2', '10-12'], ['Lying Band Extensions (Hold Stretch for 4 Seconds)', '2', '10-12']]}]","{'Main Goal': 'Lose Fat', 'Workout Type': 'Split', 'Training Level': 'Beginner', 'Program Duration': '4 weeks', 'Days Per Week': '5', 'Time Per Workout': '30-60 minutes', 'Equipment Required': 'Bands, Barbell, Bodyweight, Dumbbells', 'Target Gender': 'Male & Female', 'Recommended Supps': ""Isoflex\nOmega 3\nVitaform\nVitaform Women's Multi"", 'Workout PDF': 'Download Workout'}"
